Sr No,Date dd/mm/yyyy,StartupName,Industry Vertical,SubVertical,CityLocation,CityCode,InvestorsName,InvestmentnType,AmountUSD,Remarks
1435,10/8/2016,Bombay Shaving Company,eCommerce,Men\\xe2\\x80\\x99s Grooming Product etailer,New Delhi,1182,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",Seed Funding,600000,nan
1436,11/8/2016,Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,1183,"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",Private Equity,7000000,nan
1437,11/8/2016,91SpringBoard,Consumer Internet,Co-Working Spaces Discovery & Booking platform,Mumbai,1184,"Khattar Holdings, ThirtyThree Investments, Soumitra Sharma, Deepak Sharma, Sumit Dayal and others",Private Equity,0,nan
1438,11/8/2016,Genextstudents,Consumer Internet,Online Tutoring Service provider,Mumbai,1184,1Crowd (through crowdfunding),Seed Funding,209000,nan
1439,11/8/2016,Zenoti,Technology,Cloud Based Software Solutions Provider,Hyderabad,1185,"Norwest Venture Partners, Accel India",Private Equity,15000000,nan
1440,12/8/2016,Crofarm,Technology,Agri-Tech supply chain Solution provider,Gurgaon,1186,"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",Private Equity,1500000,nan
1441,12/8/2016,Faircent.com,Consumer Internet,peer-to-peer lending platform,Gurgaon,1186,Brand Capital,Private Equity,1500000,nan
1442,12/8/2016,Innovaccer,Technology,Integrated Enterprise Analytics Platform,Noida,1187,Westbridge Capital Partners,Private Equity,15600000,nan
1443,12/8/2016,Cuberoot,Technology,Data Analytics & Audience Management Platform,Gurgaon,1188,Undisclosed Investors,Seed Funding,500000,nan
1444,12/8/2016,Funcastic,Consumer Internet,B2C vernacular podcast aggregator platform,New Delhi,1189,"HT Media Ltd, North Base Media",Seed Funding,0,nan
1445,15/08/2016,Buttercups,ECommerce,Women Intimate Wear eTailer,Bangalore,1190,"Anand Chandrasekaran, Kanwaljit Singh, Manoj Varghese",Seed Funding,0,nan
1446,16/08/2016,Zappfresh,ECommerce,Raw Meat Products eTailer,Gurgaon,1191,Ashvin Chadha,Seed Funding,0,nan
1447,16/08/2016,OyoRooms,Consumer Internet,Budget Hotels Aggregator,New Delhi,1192,SoftBank Group,Private Equity,62000000,nan
1448,16/08/2016,Hike,Consumer Internet,Mobile Messaging App,New Delhi,1192,"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises",Private Equity,175000000,nan
1449,16/08/2016,Joolz,eCommerce,Online Jewellery Store,Mumbai,1193,"Powerhouse Ventures, M&S Partners",Private Equity,500000,nan
1450,16/08/2016,SaleBhai,eCommerce,"Sweets, Dry Fruits & Handicrafts etailer",Ahmedabad,1194,Brand Capital,Private Equity,1500000,nan
1451,16/08/2016,Makkajai,Technology,Online & Mobile learning for kids,Pune,1195,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",Seed Funding,250000,nan
1452,16/08/2016,Gradopedia,Consumer Internet,Career progression Portal,Mumbai,1196,Undisclosed Dubai based HNIs,Seed Funding,0,nan
1453,17/08/2016,MaalGaadi,Logistics,Online Logistics Marketplace,Indore,1197,"Swan Angel Network,Sachin Khandelwal and others",Seed Funding,375000,nan
1454,17/08/2016,ZiPi,Technology,Mobile Chatbot App,Bangalore,1198,Swan Angel Network,Seed Funding,0,nan
1455,17/08/2016,Appknox,Technology,Mobile security solutions,Bangalore,1198,"SeedPlus, Infocomm Investments, Accel Partners RNT Associates",Private Equity,675000,nan
1456,17/08/2016,Pikkol,Logistics,Packers & Movers,Bangalore,1198,Indian Angel Network,Seed Funding,0,nan
1457,18/08/2016,Meesho,eCommerce,Mobile based eCommerce SAAS platform,Bangalore,1198,"Kashyap Deorah, Rajul Garg, Maninder Gulati",Seed Funding,0,nan
1458,18/08/2016,Sesame Software,Technology,Financial Technology Solutions Provider,Kozhikode,1199,Speridian Technologies,Private Equity,0,nan
1459,19/08/2016,Quikr,Consumer Internet,Classified Listings platform,Mumbai,1200,Brand Capital,Private Equity,20000000,nan
1460,19/08/2016,Digio,Technology,Aadhar based Document Signing platform,Bangalore,1201,Rainmatter,Private Equity,375000,nan
1461,19/08/2016,Ziffity,Technology,Full Service Ecommerce Agency,Chennai,1202,Aspire Systems,Private Equity,0,nan
1462,22/08/2016,Zzungry,Consumer Internet,Food Delivery platform,Bangalore,1203,"Satish Vasudeva, Madhusudhan Jujare & Others",Seed Funding,0,nan
1463,22/08/2016,Puro Wellness,healthcare,"Organic,\\xc2\\xa0 Natural\\xc2\\xa0 Food substitute manufacturer",Mumbai,1204,Torrent Group,Private Equity,37000000,nan
1464,22/08/2016,Fitternity,Consumer Internet,Fitness Gym & Services Discovery platform,Mumbai,1204,"Saha Fund, Exfinity Venture Partners & Others",Private Equity,0,nan
1465,23/08/2016,TAC Security,Technology,Cyber-Security Solutions Provider,New Delhi,1205,Vijay Kedia,Seed Funding,0,nan
1466,23/08/2016,Notesgen,Consumer Internet,Online Notes Sharing Portal,New Delhi,1205,"Riju Gupta, Kamal Chabra",Seed Funding,100000,nan
1467,23/08/2016,NearU,Consumer Internet,Marketing app for retailers,Mumbai,1206,Dr. Goutam Challagalla,Seed Funding,0,nan
1468,23/08/2016,Octo.ai,Technology,Artificial Intelligence based marketing platform,New Delhi,1207,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",Seed Funding,200000,nan
1469,24/08/2016,ShaadiSaga,Consumer Internet,Wedding Website Creator,New Delhi,1207,"ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani",Seed Funding,0,nan
1470,24/08/2016,UnaAcademy,Consumer Internet,Free Interactive education platform,Bangalore,1208,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,\\xc2\\xa0 Kunal Shah, Sandeep Tandon, Ashish Tulsian",Private Equity,1000000,nan
1471,24/08/2016,Advenio,Technology,Clinical Imaging Solution Provider,Chandigarh,1209,Kalaari Capital,Seed Funding,100000,nan
1472,24/08/2016,Guarented,eCommerce,Home Furnishing rental marketplace,Bangalore,1210,Kalaari Capital,Seed Funding,500000,nan
1473,24/08/2016,Beyond Evolution,Technology,Mobile Apps & Tech Services provider,Gurgaon,1211,"Vineet Taneja, Kamal Puri",Seed Funding,0,nan
1474,24/08/2016,Uber Dreams,eCommerce,Dreams fulfilling marketplace,Mumbai,1212,Mohit Lalvani,Seed Funding,500000,nan
1475,24/08/2016,Convegenius,Education,Edutainment platform,Noida,1213,Michael and Susan Dell Foundation,Private Equity,900000,nan
1476,24/08/2016,UrbanLadder,eCommerce,Online Furniture Store,Mumbai,1214,Trifecta Capital,Private Equity,3000000,nan
1477,24/08/2016,enCashea,Consumer Internet,Scrap Collection and Recycling platform,Bangalore,1215,"Kunal Shah, Sandeep Tandon, Tracxn Labs",Seed Funding,0,nan
1478,25/08/2016,EngineerBabu,Technology,Mobile App & Web Development company,Indore,1216,Scale Ventures,Seed Funding,0,nan
1479,25/08/2016,Cult,Healthcare,Health and Fitness Centres,Bangalore,1217,CureFit,Private Equity,3000000,nan
1480,25/08/2016,WitWorks,Technology,Consumer IoT Startup,Bangalore,1217,"Fireside Ventures, Investopad, P39 Capital, Anupam Mittal, Pranay Jivrajka, Maninder Gulati, Abhinav Sinha",Seed Funding,0,nan
1481,25/08/2016,NearFox,Consumer Internet,Local Lifestyle Content and Discovery Platform,Mumbai,1218,"Globevestor Angel Fund, Devendra Rane, Ravi Jain,\\xc2\\xa0 Arpan Nagdeve",Seed Funding,0,nan
1482,25/08/2016,ZoomCar,Consumer Internet,Self-driven car booking platform,Bangalore,1219,Ford Smart Mobility Llc,Private Equity,24000000,nan
1483,26/08/2016,Plix,Consumer Internet,Photo and Video Sharing App,Gurgaon,1220,Instalabs,Seed Funding,500000,nan
1484,26/08/2016,Mobikwik,Consumer Internet,Digital Wallet platform,Gurgaon,1220,Net1 UEPS Technologies Inc,Private Equity,40000000,nan
1485,26/08/2016,MyDidi,Consumer Internet,"on-demand, hyper-local Cleaning services provider",Mumbai,1221,Undisclosed Ex Mckinsey Directors and Partners,Seed Funding,550000,nan
1486,26/08/2016,CrownIt,Consumer Internet,Cashback Mobile app,Gurgaon,1222,"Kunal Shah & Sandeep Tandon, Girish Mathrubootham, Anand Chandrasekaran",Seed Funding,0,nan
1487,29/08/2016,LoanTap,Consumer Internet,Lending platform for Salaried professionals,Mumbai,1223,"Dr. Abhishek Pandey, Jaysukh Sapra",Private Equity,3000000,nan
1488,29/08/2016,Runnr,Consumer Internet,hyperlocal Logistics services provider,Bangalore,1224,"Nexus Venture Partners, Blume Ventures",Private Equity,7000000,nan
1489,29/08/2016,Zolo,Consumer Internet,on-demand online talent marketplace,Noida,1225,Hitouch AG,Private Equity,0,nan
1490,29/08/2016,Notion Press,Consumer Internet,Self-Publishing books platform,Chennai,1226,Undisclosed HNI investors,Private Equity,1000000,nan
1491,29/08/2016,LivSpace,Consumer Internet,Online portal for Home Design,Bangalore,1227,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",Private Equity,15000000,nan
1492,30/08/2016,iAugmentor Labs,Technology,Assessment & Learning Platform,Gurgaon,1228,Rajasthan Angel Investor Network & Others,Seed Funding,149000,nan
1493,30/08/2016,DayBox,Consumer Internet,Fruit & Vegetable Delivery platform,New Delhi,1229,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",Seed Funding,104000,nan
1494,30/08/2016,Paytm,eCommerce,Mobile Wallet & ECommerce platform,Bangalore,1230,MediaTek Inc.,Private Equity,60000000,nan
1495,30/08/2016,CropIn,Technology,Agriculture Technology Solutions,Bangalore,1230,Sophia Investment ApS,Private Equity,2000000,nan
1496,30/08/2016,Canvera,Consumer Internet,Photographer Discovery & Information platform,Bangalore,1230,Info Edge (India) Ltd,Private Equity,3000000,nan
1497,30/08/2016,Prime Focus Technologies,Technology,Hybrid Cloud technology enabled Media ERP platform,Mumbai,1231,Ambit Pragma,Private Equity,0,nan
1498,31/08/2016,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,1231,"IDG Ventures, Sequoia Capital, GREE Ventures",Private Equity,5300000,nan
1499,31/08/2016,inclov,Consumer Internet,Matchmaking App for Disabled,Mumbai,1231,"Sarbvir Singh, Raghav Bahl",Seed Funding,0,nan
1500,1/7/2016,RazorPay,Consumer Internet,Online Payment Gateway,Bangalore,1232,MasterCard,Private Equity,0,nan
1501,1/7/2016,DarwinBox,Technology,HR Software Services Startup,Hyderabad,1233,"3one4 Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners",Seed Funding,0,nan
1502,1/7/2016,Venture Catalysts,Consumer Internet,Seed Investment & Innovation Platform,Mumbai,1234,Zaffiro Ventures,Seed Funding,500000,nan
1503,1/7/2016,PressPlay TV,Consumer Internet,Video Content Discovery Platform,New Delhi,1235,"Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.",Private Equity,0,nan
1504,2/7/2016,Playment,Consumer Internet,Mobile Marketplace for Crowdsourced Work,Bangalore,1236,SAIF Partners,Private Equity,700000,nan
1505,4/7/2016,WealthTrust,Consumer Internet,Wealth Management App,Mumbai,1237,India Quotient,Seed Funding,0,nan
1506,4/7/2016,Curefit,Consumer Internet,Online Preventive Healthcare Platform,Bangalore,1238,"Accel Partners, IDG Ventures, Kalaari Capital",Private Equity,15000000,nan
1507,4/7/2016,StitchWood,eCommerce,Custom Furniture Online,Mumbai,1239,Deepak Gupta,Seed Funding,200000,nan
1508,4/7/2016,Grab.in,Logistics,hyperlocal logistics service,Mumbai,1239,Aramex Ventures Llc,Private Equity,2000000,nan
1509,4/7/2016,Fulfil.IO,Consumer Internet,Cloud Based ERP Software,US,1240,Rajan Anandan,Seed Funding,0,nan
1510,4/7/2016,NeoGrowth,Finance,SME Lending platform,Mumbai,1241,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private Equity,16000000,nan
1511,5/7/2016,SeeDoc,Consumer Internet,Video Based Doctor Consulting platform App,Gurgaon,1242,YourNest Angel Fund\\xc2\\xa0 & Others,Private Equity,1000000,nan
1512,5/7/2016,BookMyShow,Consumer Internet,Event & Movie Ticketing platform,Mumbai,1243,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,82000000,nan
1513,5/7/2016,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,1243,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,\\xc2\\xa0 Abhishek Jain",Seed Funding,1700000,nan
1514,6/7/2016,HappilyUnmarried,eCommerce,Online Merchandize etailer,New Delhi,1244,Info Edge (India) Ltd,Private Equity,740000,nan
1515,6/7/2016,Don\\xe2\\x80\\x99t Scratch Your Head,Technology,Full Stack Offline & Online ERP Solution,Ahmedabad,1245,"Gaurav Singhvi, Zaffiro Ventures",Seed Funding,250000,nan
1516,6/7/2016,Wedding Wishlist,Consumer Internet,"Wedding Wishlist, Gifts & Registry Creation platform",Chennai,1246,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed Funding,297000,nan
1517,7/7/2016,AppDaily,Technology,Mobile Security App development & Distribution,Mumbai,1247,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",Private Equity,2000000,nan
1518,7/7/2016,Adytude,Consumer Internet,Gamified Consumer Insights Portal,New Delhi,1248,Indian Angel Network,Private Equity,1000000,nan
1519,7/7/2016,Quickli,Logistics,On-Demand Delivery Startup,Gurgaon,1249,"AVG Group, 500 Startups",Private Equity,0,nan
1520,7/7/2016,SpectraVR,Technology,Virtual Reality Content Studio,Mumbai,1250,Rothenberg Ventures,Seed Funding,0,nan
1521,8/7/2016,Pitstop,Consumer Internet,Online Car Repair and Servicing Booking platform,Bangalore,1251,"Alex Chua, Rahul Garg",Seed Funding,0,nan
1522,8/7/2016,HolaChef,Consumer Internet,Online Food Ordering & Delivery Platform,Mumbai,1252,"Kalaari Capital, India Quotient",Private Equity,1950000,nan
1523,11/7/2016,Purplle,eCommerce,Beauty Products Marketplace,Mumbai,1252,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,6000000,nan
1524,11/7/2016,Trak N Tell,Technology,Car Tracking & Safety System,Gurgaon,1253,Brian Acton,Private Equity,3500000,nan
1525,11/7/2016,Overcart.com,eCommerce,Unboxed & refurbished electronic products marketplace,Gurgaon,1253,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,3000000,nan
1526,12/7/2016,SirionLabs,Technology,SAAS based Service Agreement Management,Gurgaon,1253,Sequoia Capital,Private Equity,12250000,nan
1527,12/7/2016,GyanDhan,Consumer Internet,Education Focused Financing Platform,New Delhi,1254,"Stanford Angels & Entrepreneurs, Harvard Angels",Seed Funding,0,nan
1528,12/7/2016,MintM,Consumer Internet,Digital Marketing & AdTech Platform,Bangalore,1255,"Mumbai Angels,\\xc2\\xa0 Times Internet",Private Equity,0,nan
1529,12/7/2016,HitGrit,Consumer Internet,Online Legal Consultation platform,Chandigarh,1256,"Ashish Mahajan, Sarvesh Sharma",Seed Funding,0,nan
1530,12/7/2016,Find My Stay,Consumer Internet,Online Budget Hotel Aggregator & Booking Platform,New Delhi,1257,"Rishi Parti, Yogesh Bansal",Seed Funding,0,nan
1531,13/07/2016,YAAP,Consumer Internet,"Online Content Discovery, Creation & Distribution Platform",New Delhi,1257,Rainmaker Ventures,Private Equity,5000000,nan
1532,13/07/2016,Utoo Cabs,Consumer Internet,Cab aggregation & Rental platform,Chennai,1258,Ajay Piramal,Seed Funding,0,nan
1533,13/07/2016,Twigly,Consumer Internet,Online Food Ordering & Delivery Startup,Gurgaon,1259,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,600000,nan
1534,13/07/2016,ShareChat,Consumer Internet,Vernacular Language Content Creation & Sharing App,Bangalore,1260,"SAIF Partners, India Quotient",Private Equity,1350000,nan
1535,13/07/2016,Urban Tailor,Consumer Internet,E-Tailoring service provider,Bangalore,1260,Unitus Seed Fund,Private Equity,0,nan
1536,13/07/2016,RentMojo,Consumer Internet,Online Furniture Renting Platform,Bangalore,1260,"Accel Partners, IDG Ventures India",Private Equity,5000000,nan
1537,13/07/2016,CityFurnish,Consumer Internet,Online Furniture Renting Platform,Gurgaon,1261,Brand Capital,Seed Funding,0,nan
1538,13/07/2016,HEAL Institute,Healthcare,Sports Focused Healthcare Startup,Mumbai,1262,"Jaspal Bindra, Parth Jindal",Seed Funding,0,nan
1539,14/07/2016,Augrav,eCommerce,Personalized precious Jewellery etailer,Coimbatore,1263,Keiretsu Forum,Seed Funding,450000,nan
1540,14/07/2016,ShoppinPal,Technology,M-Commerce Solutions for Retail Stores,Pune,1264,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,1070000,nan
1541,14/07/2016,TransTutors / AskIITians,Consumer Internet,Online Education & Tutoring portals,New Delhi,1265,500 Startups,Private Equity,0,nan
1542,15/07/2016,WorkApps,Technology,Enterprise Work Management Software,Pune,1266,SRI Capital,Seed Funding,1000000,nan
1543,15/07/2016,BankerBay,Consumer Internet,Online Investment Banking platform,Bangalore,1267,undisclosed investors,Private Equity,2000000,nan
1544,15/07/2016,BaggOut,eCommerce,Women\\xe2\\x80\\x99s Fashion etailer,New Delhi,1268,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed Funding,0,nan
1545,15/07/2016,TripShelf,eCommerce,Travel Package Marketplace,New Delhi,1268,GEMS group,Seed Funding,250000,nan
1546,15/07/2016,SatvaCart,eCommerce,Online Grocers,New Delhi,1268,"Abhijit Avasthi, Karan Chellani, SP Vijay",Seed Funding,0,nan
1547,15/07/2016,Ridlr,Consumer Internet,Public Transport Mobile App,Mumbai,1269,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,6000000,nan
1548,18/07/2016,Yellowdig,Consumer Internet,Online Learning Platform,Pune,1270,SRI Capital,Seed Funding,650000,nan
1549,18/07/2016,Zuppler,Consumer Internet,Online Food Ordering platform,New Delhi,1271,SRI Capital,Seed Funding,650000,nan
1550,18/07/2016,BlueStone,eCommerce,Jewellery Etailer,Mumbai,1272,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,30000000,nan
1551,18/07/2016,underDOGS,Technology,Game Development Startup,Mumbai,1272,Intelli Reboot Digital Pvt. Ltd,Private Equity,0,nan
1552,18/07/2016,ImageProVision,Technology,Image Analysis Solutions,Pune,1273,Satish Jamdar,Seed Funding,0,nan
1553,19/07/2016,Sagacito,Technology,Cloud-Based Enterprise Solutions,New Delhi,1274,Star India Pvt. Ltd,Private Equity,10000000,nan
1554,19/07/2016,Deal4Loans / Wishfin,Consumer Internet,\\nLoans Comparison platform\\n\\n\\n\\n     (adsbygoogle = window.adsbygoogle || []).push({});\\n\\n,Noida,1275,Franklin Templeton International Services Pvt. Ltd,Private Equity,15000000,nan
1555,19/07/2016,NiYO Solutions,Technology,Payroll & Benefits Software solutions,Bangalore,1276,Prime Venture Partners,Private Equity,1000000,nan
1556,19/07/2016,AppLop,Consumer Internet,Mobile Apps SaaS Platform,Gurgaon,1277,Green House Ventures Accelerator,Seed Funding,250000,nan
1557,20/07/2016,Tax2Win,Consumer Internet,Online Tax Filing Portal,Jaipur,1278,Undisclosed Investors,Private Equity,1000000,nan
1558,20/07/2016,Truckola,Logistics,Tech-focused cargo transport startup,Mumbai,1279,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,595000,nan
1559,20/07/2016,iServe Financial,Consumer Internet,Loan Comparison & Deals platform,Pune,1280,Nilesh Shah,Seed Funding,0,nan
